Date,Open,High,Low,Close,Adj Close,Volume
2010-11-11,462.79,473.07,462.74,463.88,463.39,30150
2010-11-12,463.19,476.19,462.18,462.35,462.18,46970
2010-11-15,448.62,458.92,447.92,454.85,455.6,58640
2010-11-16,457.54,463.26,451.99,454.46,454.35,47100
2010-11-17,441.61,453.57,439.81,451.68,451.89,82580
2010-11-18,448.01,453.26,439.44,448.19,447.18,33500
2010-11-19,429.17,444.34,426.14,443.08,442.49,62240
2010-11-22,430.43,444.95,425.17,433.6,433.57,4610
2010-11-23,431.84,435.28,426.67,433.29,433.51,34740
2010-11-24,434.52,437.49,427.38,433.09,433.46,59860
2010-11-25,439.71,445.25,426.91,428.89,429.56,15430
2010-11-26,435.45,447.23,423.07,425.26,425.7,67500
2010-11-29,428.45,437.51,425.59,425.95,425.03,65390
2010-11-30,419.76,435.79,415.07,426.83,426.94,104520
2010-12-01,410.81,432.51,410.01,430.56,430.51,2830
2010-12-02,445.74,448.41,419.93,431.12,430.6,58720
2010-12-03,432.84,432.85,429.99,432.69,432.65,79060
2010-12-06,438.16,445.17,422.46,425.58,425.5,6510
2010-12-07,443.75,446.58,414.92,429.38,429.63,70730
2010-12-08,442.88,454.83,424.11,430.63,430.16,77160
2010-12-09,439.77,444.63,426.83,431.9,431.9,71880
2010-12-10,426.82,431.04,419.1,425.73,425.84,41270
2010-12-13,431.18,435.65,428.42,429.86,429.92,71210
2010-12-14,434.69,441.62,422.83,428.93,429.03,64720
2010-12-15,433.77,436.49,427.37,429.9,429.92,6710
2010-12-16,430.22,438.86,428.8,430.36,430.48,74430
2010-12-17,443.38,444.24,435.5,436.97,436.95,35610
2010-12-20,433.63,445.56,430.03,437.92,438.14,74060
2010-12-21,420.97,443.79,420.09,440.42,440.63,44390
2010-12-22,415.4,442.27,405.17,440.61,440.16,70880
2010-12-23,434.23,438.0,434.19,437.86,437.48,17180
2010-12-24,441.04,444.71,437.55,442.87,443.94,65790
2010-12-27,455.79,457.1,446.12,446.88,447.36,92780
2010-12-28,436.74,454.24,431.01,452.05,452.4,38570
2010-12-29,437.37,459.01,431.56,452.1,452.98,7810
2010-12-30,448.32,462.22,448.3,449.8,449.45,11940
2010-12-31,466.71,474.57,439.57,459.25,459.32,64820
2011-01-03,457.94,469.58,450.32,453.53,453.34,50170
2011-01-04,455.41,463.99,430.64,447.31,446.4,90060
2011-01-05,449.4,452.18,444.04,444.27,443.43,58940
2011-01-06,450.64,459.36,436.29,440.58,440.7,24060
2011-01-07,443.77,445.96,439.27,439.97,439.54,7300
2011-01-10,428.86,439.78,427.94,437.39,437.39,23840
2011-01-11,443.37,444.72,426.42,437.79,437.75,18720
2011-01-12,439.11,442.07,434.4,437.03,437.95,15860
2011-01-13,438.26,443.58,433.04,441.3,440.94,12520
2011-01-14,428.32,445.45,417.11,442.4,442.73,62710
2011-01-17,461.6,466.01,453.49,454.08,453.6,97160
2011-01-18,459.19,470.2,441.62,452.19,451.3,70630
2011-01-19,440.14,454.43,433.98,454.4,454.35,18280
2011-01-20,479.38,482.74,445.55,455.86,456.58,82280
2011-01-21,464.74,478.52,452.65,456.88,456.31,86620
2011-01-24,462.12,482.05,460.49,468.0,468.0,61380
2011-01-25,463.63,478.95,458.68,470.82,470.94,27820
2011-01-26,475.76,479.63,464.75,466.82,467.15,55500
2011-01-27,458.26,460.08,454.86,459.21,459.72,46440
2011-01-28,458.26,465.18,454.05,460.34,460.7,57060
2011-01-31,459.07,462.13,443.34,460.91,460.15,67070
2011-02-01,452.4,460.93,446.91,459.19,458.84,71490
2011-02-02,456.14,463.57,451.66,456.99,456.45,11430
2011-02-03,462.0,465.7,444.55,451.69,451.25,106190
2011-02-04,443.86,446.51,440.22,444.11,445.08,54140
2011-02-07,459.99,469.63,438.41,450.53,450.93,21440
2011-02-08,449.07,455.0,447.84,447.93,447.46,95350
2011-02-09,444.57,458.42,437.22,450.07,449.04,82860
2011-02-10,438.75,452.59,438.41,445.98,445.99,33690
2011-02-11,460.75,465.55,434.38,446.8,446.16,28180
2011-02-14,446.17,446.61,437.54,438.69,438.75,56790
2011-02-15,450.57,454.8,434.74,435.3,435.41,19360
2011-02-16,440.78,441.13,425.31,431.04,430.73,6590
2011-02-17,431.87,438.13,426.18,428.81,428.43,12690
2011-02-18,422.65,432.71,413.16,431.56,431.46,47640
2011-02-21,446.56,451.93,434.32,436.44,436.48,51350
2011-02-22,437.74,450.4,433.94,439.48,440.03,14830
2011-02-23,435.67,455.52,430.62,441.98,442.53,97890
2011-02-24,447.76,454.94,438.18,449.92,450.36,35750
2011-02-25,453.93,458.55,437.36,447.37,447.06,29930
2011-02-28,427.35,448.9,422.48,444.37,443.37,48890
2011-03-01,456.48,458.46,433.98,444.01,443.93,99080
2011-03-02,455.11,462.12,447.39,448.67,448.57,34080
2011-03-03,457.34,457.51,440.86,447.82,447.73,63690
2011-03-04,412.02,440.11,404.2,440.07,440.3,26680
2011-03-07,428.19,431.89,417.37,430.43,430.71,32150
2011-03-08,448.78,453.75,418.8,431.13,430.59,23870
2011-03-09,429.87,438.31,412.76,426.56,427.01,69890
2011-03-10,423.62,433.83,411.45,428.58,429.51,59820
2011-03-11,426.59,433.03,419.93,427.66,427.89,55880
2011-03-14,429.78,431.86,425.29,428.23,428.45,69380
2011-03-15,412.08,436.14,411.77,427.29,427.62,84330
2011-03-16,436.78,438.33,425.87,428.57,427.91,54980
2011-03-17,428.16,439.57,426.67,435.57,436.46,44850
2011-03-18,446.39,452.4,428.23,431.58,431.03,20350
2011-03-21,439.71,444.38,436.77,437.67,437.86,14880
2011-03-22,444.11,446.1,425.13,432.35,431.75,23380
2011-03-23,427.29,435.74,422.8,429.54,429.63,82630
2011-03-24,430.88,431.97,423.75,428.4,429.19,68680
2011-03-25,428.3,437.41,417.24,434.61,434.95,97650
2011-03-28,428.24,442.35,421.48,422.78,422.01,79810
2011-03-29,415.48,428.26,407.54,420.89,421.15,2010
2011-03-30,423.13,425.22,413.62,422.34,421.88,33320
2011-03-31,431.25,439.76,423.04,425.36,424.64,54500
2011-04-01,428.22,433.07,417.55,430.21,430.75,55980
2011-04-04,417.44,429.19,415.38,420.76,420.77,2240
2011-04-05,422.39,424.06,414.15,419.92,419.15,38940
2011-04-06,420.17,439.56,417.22,426.8,426.43,29100
2011-04-07,437.54,443.31,429.76,431.98,430.93,23740
2011-04-08,435.98,440.73,424.12,436.85,437.0,69310
2011-04-11,434.06,442.09,431.64,441.92,441.93,30750
2011-04-12,440.36,444.6,435.61,440.76,440.5,42660
2011-04-13,445.25,452.05,431.16,441.52,442.15,86780
2011-04-14,435.59,441.9,427.77,435.38,434.66,47930
2011-04-15,432.33,435.97,429.98,432.07,431.79,57400
2011-04-18,439.13,449.15,432.15,434.14,434.23,92480
2011-04-19,436.43,441.64,429.76,437.18,436.64,1290
2011-04-20,439.82,445.54,431.01,432.46,433.24,54700
2011-04-21,437.04,440.43,436.03,439.05,438.6,126720
2011-04-22,431.02,445.19,425.14,442.98,443.19,62250
2011-04-25,465.84,466.93,444.16,444.49,444.42,74170
2011-04-26,435.82,445.83,432.32,444.47,444.5,44830
2011-04-27,440.54,442.68,439.16,440.74,440.85,65990
2011-04-28,443.56,450.76,438.63,440.27,440.23,63290
2011-04-29,442.27,445.65,435.82,441.59,442.12,46100
2011-05-02,451.87,461.32,437.64,439.14,438.06,51340
2011-05-03,434.06,443.66,432.48,439.54,440.01,56950
2011-05-04,432.41,434.83,431.34,434.3,434.16,67090
2011-05-05,436.74,437.78,426.11,437.05,437.1,30180
2011-05-06,439.49,449.35,435.9,441.96,442.18,60150
2011-05-09,434.26,440.16,427.76,430.62,430.35,64430
2011-05-10,425.09,431.02,424.78,425.34,425.35,45650
2011-05-11,441.79,447.75,417.57,430.09,430.58,58640
2011-05-12,414.27,425.64,412.32,423.68,424.14,22340
2011-05-13,425.97,426.73,417.13,423.55,423.57,71440
2011-05-16,416.67,428.15,409.96,416.62,415.53,106990
2011-05-17,420.91,427.35,395.97,413.2,413.14,58030
2011-05-18,406.02,421.05,404.7,412.21,411.77,15080
2011-05-19,427.77,432.22,416.3,417.84,417.91,9080
2011-05-20,428.08,434.41,410.4,420.66,420.47,1940
2011-05-23,424.43,439.63,417.19,425.03,424.96,65760
2011-05-24,432.77,434.17,424.39,425.81,424.68,58260
2011-05-25,406.28,418.87,405.23,418.37,418.04,26520
2011-05-26,414.63,428.87,412.91,421.32,420.38,44280
2011-05-27,420.82,423.03,415.36,421.34,420.98,5330
2011-05-30,422.83,426.47,417.37,420.48,420.36,80870
2011-05-31,412.81,424.27,411.5,418.9,418.98,26850
2011-06-01,411.38,419.11,406.03,416.48,416.28,40210
2011-06-02,422.15,428.78,417.84,420.97,419.95,53930
2011-06-03,403.96,416.51,402.05,415.67,415.62,118940
2011-06-06,416.93,422.54,406.74,411.47,411.6,42990
2011-06-07,402.36,416.07,400.97,414.36,413.94,62710
2011-06-08,412.74,421.15,408.48,415.12,415.55,50270
2011-06-09,417.77,418.66,408.91,413.44,413.25,60190
2011-06-10,408.46,421.07,404.31,413.74,413.81,55890
2011-06-13,407.39,410.96,407.08,409.53,410.25,31920
2011-06-14,417.87,428.93,406.32,411.64,411.67,26510
2011-06-15,395.32,417.47,389.89,416.53,416.89,102300
2011-06-16,442.67,460.35,418.47,420.14,420.14,25430
2011-06-17,400.54,420.59,399.45,418.17,418.46,124100
2011-06-20,401.79,416.82,385.2,398.86,399.16,36840
2011-06-21,397.3,402.68,395.18,398.11,397.82,62010
2011-06-22,416.81,427.32,398.82,400.94,401.16,14350
2011-06-23,390.41,394.25,383.46,391.54,391.47,63910
2011-06-24,401.24,411.46,387.51,398.69,398.86,51210
2011-06-27,388.94,392.25,382.34,386.54,386.64,7370
2011-06-28,394.69,407.33,388.95,389.71,389.05,750
2011-06-29,398.04,399.64,393.26,394.36,394.79,25740
2011-06-30,386.06,394.54,381.79,392.88,391.78,41450
2011-07-01,403.53,407.36,385.31,388.71,389.32,21330
2011-07-04,382.47,392.16,380.05,391.7,392.31,27340
2011-07-05,392.93,396.35,385.47,387.14,387.26,28740
2011-07-06,377.65,391.34,368.19,386.76,387.15,7280
2011-07-07,387.91,391.51,378.6,386.88,387.42,82550
2011-07-08,381.28,389.3,380.69,387.64,388.21,51580
2011-07-11,380.78,396.72,377.55,393.41,393.83,18640
2011-07-12,389.71,404.98,383.92,399.07,399.51,16870
2011-07-13,394.33,403.57,388.07,401.92,401.38,11130
2011-07-14,415.1,421.53,395.77,401.54,401.38,73350
2011-07-15,388.11,392.64,384.16,390.9,390.84,6020
2011-07-18,372.28,384.84,368.39,381.65,380.85,92920
2011-07-19,379.24,389.01,374.52,381.73,380.78,48570
2011-07-20,373.74,388.22,373.66,381.63,382.18,91100
2011-07-21,372.03,384.01,370.43,379.87,380.1,65740
2011-07-22,376.1,380.98,364.06,368.76,369.09,15920
2011-07-25,368.34,371.24,365.23,367.37,367.17,30110
2011-07-26,372.13,375.2,367.69,367.7,367.85,50750
2011-07-27,383.43,385.37,370.94,371.27,371.2,900
2011-07-28,368.33,369.91,365.71,368.7,369.03,30340
2011-07-29,365.05,375.14,361.62,365.5,365.29,47880
2011-08-01,374.39,376.5,366.85,370.5,370.32,28180
2011-08-02,369.76,384.02,363.29,374.39,374.24,56520
2011-08-03,384.54,393.53,371.44,372.96,372.38,33070
2011-08-04,371.7,379.9,358.33,372.38,372.68,60370
2011-08-05,372.3,376.76,362.87,364.86,365.11,12210
2011-08-08,357.57,368.73,354.1,359.2,358.71,50040
2011-08-09,357.95,365.75,355.27,360.94,360.68,9280
2011-08-10,349.34,362.49,340.36,352.31,352.68,39180
2011-08-11,365.94,377.37,348.32,350.29,349.89,69030
2011-08-12,351.61,356.73,343.79,347.61,347.79,54050
2011-08-15,351.9,355.38,343.93,351.74,352.29,70270
2011-08-16,338.03,351.27,337.4,348.42,348.36,8700
2011-08-17,349.48,350.12,341.55,347.56,347.43,80030
2011-08-18,335.77,355.1,334.19,341.18,340.78,38940
2011-08-19,332.25,347.81,332.06,339.8,340.2,51800
2011-08-22,333.39,345.6,332.16,337.88,337.89,88420
2011-08-23,342.9,344.9,327.36,336.54,336.56,35570
2011-08-24,332.36,338.58,331.13,335.91,336.39,55740
2011-08-25,330.45,344.86,326.21,342.88,343.18,72500
2011-08-26,320.22,344.26,312.63,342.43,342.49,34230
2011-08-29,330.77,337.63,328.56,335.37,335.61,58770
2011-08-30,336.45,337.05,324.17,332.23,332.17,52520
2011-08-31,326.51,327.45,312.42,326.18,325.75,64230
2011-09-01,334.99,338.74,324.47,328.92,329.2,42830
2011-09-02,323.94,333.44,314.87,321.07,320.72,74750
2011-09-05,311.7,316.63,310.6,314.92,315.08,19370
2011-09-06,318.55,324.67,301.82,308.82,308.45,92290
2011-09-07,323.96,330.55,310.55,314.72,315.16,40160
2011-09-08,322.4,328.32,313.08,318.79,319.15,82280
2011-09-09,320.65,323.19,312.65,314.89,315.12,43110
2011-09-12,293.33,309.23,288.31,309.08,309.29,81840
2011-09-13,308.7,310.09,300.97,304.16,304.18,35090
2011-09-14,301.09,306.46,300.55,301.81,301.39,59490
2011-09-15,304.58,310.1,299.37,299.48,299.79,7020
2011-09-16,295.4,299.55,292.08,295.36,295.55,82730
2011-09-19,293.95,295.2,284.73,288.91,288.81,48460
2011-09-20,297.95,307.21,286.13,289.31,289.39,250
2011-09-21,285.23,305.44,285.06,293.68,293.28,32950
2011-09-22,291.09,300.82,285.1,289.56,289.58,43020
2011-09-23,291.29,300.57,285.74,289.15,288.77,20440
2011-09-26,287.65,295.88,283.93,292.61,292.74,72060
2011-09-27,293.21,298.34,290.56,294.97,295.94,45540
2011-09-28,294.6,295.85,289.38,294.18,293.92,32090
2011-09-29,294.87,300.18,286.79,298.08,298.86,59540
2011-09-30,292.45,297.19,291.41,295.78,295.91,81940
2011-10-03,300.58,303.11,296.19,298.36,298.41,54220
2011-10-04,305.82,306.7,291.83,297.54,297.72,81480
2011-10-05,295.38,296.57,291.08,296.42,296.26,71490
2011-10-06,296.68,299.87,293.35,298.64,298.59,28350
2011-10-07,300.12,302.25,296.01,301.16,300.83,10860
2011-10-10,302.21,310.56,295.76,299.64,299.93,10170
2011-10-11,297.46,316.01,293.39,305.25,304.79,80360
2011-10-12,305.29,309.79,298.73,306.43,306.39,44180
2011-10-13,312.76,316.58,309.33,312.94,312.65,44390
2011-10-14,315.04,315.12,308.9,309.16,309.42,41220
2011-10-17,304.19,305.59,292.18,300.02,299.83,38710
2011-10-18,299.76,302.63,289.76,300.03,300.48,104710
2011-10-19,288.76,302.37,283.56,298.1,298.09,62610
2011-10-20,294.81,313.99,285.43,300.61,300.34,51630
2011-10-21,301.61,307.57,297.83,299.67,299.84,18880
2011-10-24,303.79,304.26,296.28,297.97,297.96,49410
2011-10-25,315.28,317.78,296.38,303.77,303.89,53270
2011-10-26,309.98,316.46,301.38,304.67,304.44,50150
2011-10-27,301.57,302.23,300.15,302.21,302.14,39130
2011-10-28,303.05,303.33,298.7,301.17,300.99,16380
2011-10-31,288.52,300.34,285.63,293.77,293.5,63190
2011-11-01,301.31,302.01,292.32,293.84,294.68,52880
2011-11-02,283.03,296.86,281.0,295.76,295.96,61760
2011-11-03,286.45,290.78,282.01,286.89,287.52,40850
2011-11-04,279.54,286.9,275.65,286.07,286.23,54460
2011-11-07,283.9,287.07,281.74,281.89,282.45,87760
2011-11-08,274.83,281.78,273.69,277.97,277.52,39290
2011-11-09,276.86,282.8,276.68,279.49,279.49,36820
2011-11-10,287.36,290.81,278.48,279.03,278.79,65740
2011-11-11,292.09,293.84,275.98,277.91,277.96,65030
2011-11-14,275.96,278.97,268.17,269.86,270.0,76080
2011-11-15,272.59,275.38,271.85,273.31,273.21,39400
2011-11-16,261.11,269.94,257.6,265.95,265.84,72810
2011-11-17,264.33,265.33,260.33,263.15,262.95,108380
2011-11-18,260.33,268.73,256.35,265.3,265.56,65630
2011-11-21,260.66,264.43,259.43,262.14,261.84,117140
2011-11-22,254.02,263.39,251.11,260.65,261.07,34330
2011-11-23,262.46,262.93,258.24,258.9,259.09,37760
2011-11-24,267.17,268.97,262.37,263.13,263.01,103140
2011-11-25,255.71,267.48,252.92,261.07,260.92,62470
2011-11-28,266.79,276.73,253.43,260.06,260.14,51820
2011-11-29,258.96,265.55,257.55,259.1,259.13,39900
2011-11-30,247.19,251.48,242.96,247.76,247.64,50130
2011-12-01,246.05,246.49,237.82,246.08,246.15,36520
2011-12-02,243.29,245.18,240.07,244.85,244.43,84650
2011-12-05,252.24,256.14,249.19,250.71,250.82,2560
2011-12-06,255.38,260.05,247.5,250.25,250.06,55130
2011-12-07,255.21,258.06,248.34,252.76,252.65,42210
2011-12-08,247.21,253.69,243.57,252.07,251.8,16830
2011-12-09,251.89,253.44,244.18,250.03,249.72,54860
2011-12-12,256.05,264.01,252.56,261.84,261.94,92730
2011-12-13,257.59,267.22,251.58,259.48,259.78,8730
2011-12-14,264.72,273.63,263.58,268.18,268.36,23730
2011-12-15,260.36,261.51,255.07,261.33,260.91,61580
2011-12-16,267.69,271.12,257.43,259.96,259.94,22910
2011-12-19,246.85,254.02,240.94,250.4,250.32,89910
2011-12-20,253.72,258.15,253.67,256.24,255.8,76180
2011-12-21,254.55,257.79,254.08,254.69,254.77,45370
2011-12-22,252.91,262.63,251.81,258.9,259.09,77690
2011-12-23,267.28,267.71,256.27,257.68,257.1,53310
2011-12-26,248.22,251.15,246.51,248.93,248.85,79660
2011-12-27,258.15,258.43,246.74,249.68,249.69,67820
2011-12-28,249.23,251.84,246.17,251.34,251.61,78260
2011-12-29,249.1,255.86,245.93,252.68,252.13,38040
2011-12-30,250.08,262.78,245.96,259.78,260.3,20980
2012-01-02,267.78,268.91,263.91,265.44,265.66,44780
2012-01-03,268.98,275.22,263.59,265.43,265.05,67460
2012-01-04,270.23,276.34,261.07,263.93,264.23,34910
2012-01-05,267.68,268.08,261.25,264.69,264.59,49810
2012-01-06,257.52,265.62,252.75,265.52,265.45,32150
2012-01-09,290.25,294.43,276.87,278.69,279.05,73820
2012-01-10,274.33,281.09,272.95,276.51,276.86,55090
2012-01-11,282.42,284.2,274.38,276.78,277.16,140
2012-01-12,280.78,282.86,277.57,281.73,281.69,81370
2012-01-13,279.42,290.14,271.64,278.66,278.72,64520
2012-01-16,273.38,279.59,269.04,275.88,275.63,24860
2012-01-17,268.58,280.92,261.41,273.35,273.66,74880
2012-01-18,268.13,274.26,261.82,270.42,270.2,42680
2012-01-19,273.54,274.41,269.29,273.04,273.27,23270
2012-01-20,272.98,281.34,266.29,268.43,268.49,77800
2012-01-23,259.17,261.16,249.26,255.39,255.43,72630
2012-01-24,257.16,261.95,254.17,254.8,254.93,28350
2012-01-25,253.19,255.19,249.62,254.01,254.21,55310
2012-01-26,243.38,254.73,243.27,251.86,251.77,41750
2012-01-27,258.61,262.43,254.32,255.77,255.95,86930
2012-01-30,262.31,263.87,260.73,261.34,261.53,8610
2012-01-31,260.09,263.03,255.31,261.46,261.3,45620
2012-02-01,272.05,273.54,257.58,263.96,263.87,86070
2012-02-02,275.71,277.24,265.3,267.62,267.87,29610
2012-02-03,279.39,281.78,265.5,271.85,271.91,8250
2012-02-06,273.92,274.73,270.78,273.53,272.79,46110
2012-02-07,265.15,270.68,263.98,270.56,270.68,30530
2012-02-08,274.54,281.45,260.19,266.26,265.85,66180
2012-02-09,271.54,275.12,262.95,265.15,265.34,30840
2012-02-10,268.13,270.39,258.14,265.05,265.33,71960
2012-02-13,267.31,277.66,266.36,274.32,274.42,8540
2012-02-14,273.24,280.36,272.88,279.28,279.0,59750
2012-02-15,269.4,276.29,267.41,275.38,275.29,80600
2012-02-16,276.12,279.04,269.11,278.75,278.78,47250
2012-02-17,269.71,270.57,265.68,266.25,266.16,70790
2012-02-20,276.37,280.98,274.28,274.59,274.64,83660
2012-02-21,271.06,276.51,265.03,272.21,272.32,9930
2012-02-22,270.14,272.55,263.62,265.5,265.8,20530
2012-02-23,260.35,266.92,259.7,265.65,265.46,28360
2012-02-24,274.83,285.58,272.33,272.43,272.37,36730
2012-02-27,257.48,261.62,251.22,256.18,256.37,5240
2012-02-28,260.61,263.4,257.28,260.5,260.2,38040
2012-02-29,259.74,266.02,257.2,258.78,259.03,66400
2012-03-01,249.06,251.35,247.36,250.57,250.78,58230
2012-03-02,232.74,249.83,231.83,244.25,244.48,17480
2012-03-05,253.49,256.97,250.0,255.09,254.76,44380
2012-03-06,261.96,266.13,254.21,257.94,257.51,106630
2012-03-07,255.33,258.64,251.87,256.69,256.61,71250
2012-03-08,261.45,261.73,253.74,255.66,255.35,76620
2012-03-09,251.37,261.13,250.6,257.25,257.18,32230
2012-03-12,270.57,271.07,256.66,260.24,260.41,94510
2012-03-13,258.36,269.89,257.21,264.74,264.41,31730
2012-03-14,260.65,272.0,256.93,267.8,267.31,31130
2012-03-15,261.12,267.31,256.89,262.64,262.58,46530
2012-03-16,266.63,270.04,261.93,262.52,262.3,63570
2012-03-19,255.99,261.66,253.75,259.9,259.56,3890
2012-03-20,276.82,277.28,258.88,262.91,262.87,24870
2012-03-21,263.84,271.57,253.72,261.41,261.12,59960
2012-03-22,259.99,260.72,255.27,259.5,259.43,40240
2012-03-23,251.0,261.2,247.61,258.81,259.09,100970
2012-03-26,259.04,264.19,247.34,248.12,248.26,53440
2012-03-27,255.65,262.43,250.26,250.57,250.63,108400
2012-03-28,242.51,246.08,240.89,245.99,246.4,46760
2012-03-29,244.09,248.51,243.74,245.87,245.91,45310
2012-03-30,247.22,255.14,242.02,251.36,251.62,97120
2012-04-02,248.08,252.61,238.96,245.32,245.12,66160
2012-04-03,252.02,252.58,233.93,242.5,242.41,26070
2012-04-04,237.13,240.51,236.55,239.97,239.91,34020
2012-04-05,252.19,257.54,242.77,245.27,245.55,89470
2012-04-06,244.29,254.08,236.27,248.08,248.65,22070
2012-04-09,245.01,249.01,243.24,243.85,243.91,1530
2012-04-10,241.55,246.38,236.55,242.14,242.16,43720
2012-04-11,255.63,257.49,242.97,245.3,245.22,13310
2012-04-12,238.22,246.25,231.1,245.31,245.59,14380
2012-04-13,243.66,245.24,232.93,236.41,236.0,47980
2012-04-16,229.89,233.46,227.49,233.26,233.14,34320
2012-04-17,228.73,231.89,226.4,229.5,229.83,69360
2012-04-18,234.07,237.43,227.6,229.53,229.64,69790
2012-04-19,245.43,245.57,229.81,234.0,234.21,36870
2012-04-20,233.32,236.19,232.56,233.9,233.98,69960
2012-04-23,234.07,247.38,233.27,244.89,244.97,44310
2012-04-24,247.86,250.39,245.59,248.2,248.12,54610
2012-04-25,247.25,250.25,245.44,249.97,249.61,82090
2012-04-26,254.02,254.25,248.37,249.86,250.12,54500
2012-04-27,259.55,261.63,249.91,252.74,253.09,36770
