Date,Open,High,Low,Close,Adj Close,Volume
2010-09-29,852.0,854.43,849.3,850.79,849.59,40340
2010-09-30,831.44,857.09,828.77,856.01,856.17,35450
2010-10-01,849.83,862.13,844.93,860.36,859.66,46180
2010-10-04,883.35,885.73,853.87,870.75,870.45,26520
2010-10-05,891.37,892.29,847.94,861.18,862.66,38540
2010-10-06,838.45,868.18,828.96,851.88,852.49,27290
2010-10-07,862.96,874.8,848.61,851.63,851.33,62040
2010-10-08,848.8,864.09,841.09,844.51,844.85,70690
2010-10-11,832.51,857.28,827.87,836.34,837.52,73300
2010-10-12,837.76,864.58,831.05,839.42,838.67,42320
2010-10-13,821.09,833.23,811.44,830.56,830.07,10130
2010-10-14,843.32,867.16,823.57,836.11,836.11,15880
2010-10-15,808.42,829.65,783.03,827.76,827.01,76240
2010-10-18,833.68,840.82,798.69,818.18,818.96,84430
2010-10-19,821.91,834.25,821.08,828.8,830.13,15740
2010-10-20,801.82,831.8,793.1,829.06,828.4,41990
2010-10-21,827.87,828.81,823.23,826.15,826.87,40580
2010-10-22,806.05,833.29,802.14,828.54,828.62,86880
2010-10-25,845.1,847.79,813.59,819.85,821.16,57430
2010-10-26,813.94,830.04,804.57,814.87,815.97,66750
2010-10-27,789.34,824.15,774.76,816.7,817.64,49220
2010-10-28,815.13,826.88,812.18,821.28,822.66,72660
2010-10-29,823.38,826.5,809.65,822.1,823.01,53710
2010-11-01,808.6,815.09,784.51,797.96,797.63,3490
2010-11-02,833.28,838.13,782.86,794.86,795.31,113850
2010-11-03,791.28,808.2,769.91,792.84,792.88,84020
2010-11-04,796.02,812.14,794.71,795.36,796.87,34260
2010-11-05,801.2,804.98,798.93,801.37,801.71,32890
2010-11-08,781.26,806.21,777.02,801.53,801.53,79180
2010-11-09,801.49,808.58,788.62,806.83,805.83,42680
2010-11-10,817.19,823.65,814.99,815.41,815.53,105210
2010-11-11,824.66,846.31,801.81,820.19,818.63,38590
2010-11-12,838.19,843.21,823.86,824.1,823.45,73090
2010-11-15,795.6,829.43,783.73,801.15,799.77,42440
2010-11-16,781.77,804.43,777.9,798.43,797.33,51990
2010-11-17,792.1,816.39,774.7,798.53,799.07,33810
2010-11-18,824.19,834.28,796.98,800.59,799.48,58560
2010-11-19,797.6,817.13,784.77,793.12,793.17,65140
2010-11-22,807.62,809.4,791.6,800.33,799.73,34630
2010-11-23,808.92,822.67,799.79,811.52,811.5,32750
2010-11-24,815.7,850.0,796.78,825.84,826.55,6390
2010-11-25,814.42,823.47,789.17,810.94,811.51,40340
2010-11-26,842.56,848.77,811.57,815.7,815.78,68140
2010-11-29,831.84,848.25,821.4,825.43,825.8,51470
2010-11-30,839.84,842.39,807.26,821.95,822.16,3900
2010-12-01,837.62,848.64,821.5,823.58,823.43,55160
2010-12-02,816.3,827.67,816.1,821.41,820.56,115990
2010-12-03,828.38,830.98,818.29,821.33,821.65,101530
2010-12-06,795.62,810.93,783.07,808.75,806.91,45950
2010-12-07,806.87,816.88,803.29,810.5,809.27,18220
2010-12-08,818.9,826.1,808.36,824.38,823.8,40550
2010-12-09,815.03,832.91,813.33,824.73,824.48,14090
2010-12-10,837.88,844.26,822.63,830.17,830.58,3110
2010-12-13,817.59,835.19,806.88,818.61,818.37,9950
2010-12-14,827.83,829.29,816.71,819.98,819.18,66720
2010-12-15,809.4,816.26,801.62,811.86,812.3,31080
2010-12-16,789.22,830.4,783.68,811.73,811.66,33560
2010-12-17,834.91,844.05,799.86,805.8,805.61,72660
2010-12-20,828.2,831.49,771.55,804.84,805.29,85100
2010-12-21,796.1,809.43,786.79,804.26,805.04,78360
2010-12-22,816.65,822.89,806.35,811.51,812.28,60910
2010-12-23,821.49,827.88,801.23,819.11,818.51,25580
2010-12-24,814.15,830.7,795.39,816.58,815.77,6110
2010-12-27,810.82,827.18,805.21,823.85,822.49,34670
2010-12-28,836.36,846.19,809.11,820.16,818.91,72100
2010-12-29,822.61,830.66,793.71,825.77,827.06,68820
2010-12-30,811.72,831.25,808.09,829.26,828.66,79790
2010-12-31,836.84,856.48,836.63,839.76,839.8,30320
2011-01-03,844.02,847.56,815.81,836.06,836.71,1180
2011-01-04,841.05,858.78,812.75,830.59,829.97,62810
2011-01-05,822.87,830.3,818.24,819.36,820.01,57290
2011-01-06,815.11,819.25,807.77,818.86,819.05,85950
2011-01-07,848.66,859.85,809.56,822.47,821.19,70440
2011-01-10,829.07,830.46,806.64,811.24,811.48,4970
2011-01-11,821.99,834.56,796.22,809.53,809.26,2190
2011-01-12,834.73,841.61,795.81,819.7,819.47,20380
2011-01-13,817.61,829.14,804.33,811.2,811.58,60190
2011-01-14,801.87,839.35,793.53,813.93,813.5,106080
2011-01-17,797.02,813.4,785.27,800.33,799.56,136930
2011-01-18,793.32,806.14,786.84,796.82,795.79,72580
2011-01-19,769.56,790.63,740.79,789.87,789.89,14130
2011-01-20,777.68,808.87,761.02,792.24,792.02,57650
2011-01-21,798.71,817.28,777.75,788.81,787.41,43040
2011-01-24,802.41,806.03,776.21,794.64,796.06,55260
2011-01-25,808.06,812.79,786.64,802.41,801.48,112910
2011-01-26,794.22,799.33,776.51,798.39,799.03,20380
2011-01-27,831.43,848.54,803.51,806.23,805.43,8980
2011-01-28,782.4,806.32,769.8,799.18,797.97,49420
2011-01-31,791.1,802.56,788.21,800.8,800.72,56730
2011-02-01,786.22,822.55,779.39,817.57,818.47,40900
2011-02-02,785.44,820.76,781.27,811.28,810.87,28840
2011-02-03,815.45,832.88,808.99,812.65,813.0,8670
2011-02-04,824.96,833.42,813.26,820.28,820.36,30800
2011-02-07,837.23,839.21,809.72,822.96,822.91,39600
2011-02-08,797.09,819.08,784.05,818.91,818.1,44110
2011-02-09,825.47,857.8,816.98,822.39,823.44,48670
2011-02-10,835.26,848.68,819.65,820.8,821.55,63410
2011-02-11,844.29,865.82,804.83,819.03,819.54,58290
2011-02-14,848.99,855.75,838.65,843.32,844.17,26160
2011-02-15,818.76,849.59,817.37,849.47,850.93,69100
2011-02-16,850.95,856.34,839.27,846.58,845.92,62130
2011-02-17,837.47,850.87,836.43,845.45,844.71,70020
2011-02-18,827.05,863.14,812.46,850.48,851.56,68680
2011-02-21,856.84,856.9,845.37,853.09,853.61,66430
2011-02-22,822.13,849.65,813.96,842.72,843.84,19200
2011-02-23,838.07,852.89,831.44,840.76,840.67,65440
2011-02-24,830.97,860.72,819.9,836.51,837.58,57850
2011-02-25,853.54,857.83,824.44,831.56,831.62,42990
2011-02-28,824.93,852.56,821.97,832.5,832.13,49300
2011-03-01,822.99,845.74,816.18,834.42,834.23,48210
2011-03-02,823.81,834.95,823.47,833.2,831.94,79330
2011-03-03,845.15,845.44,825.81,831.18,830.87,68390
2011-03-04,846.97,861.08,827.48,834.02,834.1,19710
2011-03-07,818.65,833.87,800.07,819.52,820.3,87410
2011-03-08,848.35,851.27,821.13,827.42,826.97,33000
2011-03-09,801.22,839.78,796.57,833.31,833.01,63450
2011-03-10,814.8,850.93,799.21,833.52,835.31,35130
2011-03-11,830.52,831.05,821.16,827.78,828.08,99520
2011-03-14,816.38,864.44,808.99,841.12,842.16,31200
2011-03-15,838.47,840.29,835.73,836.28,837.76,66900
2011-03-16,854.52,857.65,839.6,849.02,847.42,34440
2011-03-17,855.02,858.01,842.08,845.3,843.89,70220
2011-03-18,834.0,847.8,826.99,839.23,840.53,61410
2011-03-21,820.34,832.56,814.34,819.04,818.98,24760
2011-03-22,780.51,822.89,768.71,808.82,808.23,12650
2011-03-23,819.43,829.79,796.59,805.72,806.05,52170
2011-03-24,814.26,816.72,788.77,806.33,807.28,79770
2011-03-25,783.12,821.89,777.65,808.56,807.58,8920
2011-03-28,821.15,835.31,806.33,816.0,815.73,45060
2011-03-29,827.66,843.55,790.44,810.81,810.37,86960
2011-03-30,868.84,873.3,811.03,811.9,811.36,69450
2011-03-31,797.96,810.22,794.52,804.16,804.92,37160
2011-04-01,800.71,814.51,799.38,799.62,800.42,56570
2011-04-04,792.39,839.31,771.79,808.61,808.88,109910
2011-04-05,820.24,832.43,800.16,808.66,809.27,14130
2011-04-06,828.61,852.66,807.53,816.85,816.92,15510
2011-04-07,780.14,816.84,772.87,810.51,811.3,64980
2011-04-08,809.05,819.25,808.09,812.65,813.32,73880
2011-04-11,799.2,819.42,791.2,806.07,807.0,66870
2011-04-12,817.09,830.06,795.95,806.29,807.12,82990
2011-04-13,816.6,825.34,805.74,809.86,808.54,51480
2011-04-14,782.61,818.54,780.94,805.72,804.15,38140
2011-04-15,781.22,809.24,764.49,808.64,810.21,39060
2011-04-18,783.12,824.69,780.19,811.35,811.9,42400
2011-04-19,791.59,820.48,783.52,809.36,809.74,121320
2011-04-20,786.66,800.15,768.85,799.8,799.9,58630
2011-04-21,802.86,823.6,792.11,799.9,799.41,86170
2011-04-22,803.56,814.51,781.8,798.05,797.89,12920
2011-04-25,797.52,809.44,785.49,804.09,802.69,4330
2011-04-26,807.27,809.28,791.24,794.61,794.03,72430
2011-04-27,821.34,837.63,773.63,788.69,788.8,20160
2011-04-28,801.52,808.55,778.15,786.48,786.82,96010
2011-04-29,797.85,810.51,776.12,777.37,777.78,108500
2011-05-02,781.85,794.85,775.3,787.57,787.91,62670
2011-05-03,803.71,832.69,789.68,790.8,791.11,53600
2011-05-04,781.62,798.08,764.99,789.3,789.45,95480
2011-05-05,781.94,792.81,758.48,785.69,786.13,5000
2011-05-06,813.98,831.86,782.02,792.43,792.02,81270
2011-05-09,798.37,817.56,797.73,809.74,809.22,58440
2011-05-10,800.65,808.06,790.83,804.84,805.02,10710
2011-05-11,823.88,832.51,800.1,808.35,808.35,59340
2011-05-12,834.5,844.35,800.08,806.45,807.75,58980
2011-05-13,798.79,823.18,796.69,815.21,815.24,32340
2011-05-16,816.6,822.12,808.74,816.65,816.91,91530
2011-05-17,800.66,811.83,796.4,808.45,809.62,51120
2011-05-18,817.49,823.99,813.81,817.96,818.15,77440
2011-05-19,810.76,823.35,794.6,815.7,815.77,30740
2011-05-20,821.54,839.06,810.6,818.32,818.95,75840
2011-05-23,809.6,817.78,803.78,811.97,811.24,51100
2011-05-24,823.75,855.06,806.18,811.47,811.29,76720
2011-05-25,799.68,816.3,790.75,810.71,810.1,32530
2011-05-26,828.9,846.41,801.7,817.85,817.67,93670
2011-05-27,837.9,855.85,819.78,820.41,819.91,87270
2011-05-30,827.78,841.75,800.59,804.36,804.39,26810
2011-05-31,795.43,827.04,786.29,802.06,801.49,73090
2011-06-01,748.37,808.32,745.86,796.42,797.79,71300
2011-06-02,797.81,799.4,793.86,796.29,795.42,13960
2011-06-03,792.6,818.17,789.8,800.47,800.41,36730
2011-06-06,810.96,820.7,784.18,799.65,800.36,55620
2011-06-07,818.11,841.68,792.21,799.9,798.57,15030
2011-06-08,828.61,859.58,788.4,798.1,798.16,29580
2011-06-09,810.16,830.93,780.34,797.1,797.28,61370
2011-06-10,782.59,813.09,780.9,793.03,791.46,54670
2011-06-13,816.04,820.07,773.54,783.54,783.91,90290
2011-06-14,784.94,789.27,776.19,787.27,788.51,83070
2011-06-15,807.81,811.29,782.71,787.96,788.23,76730
2011-06-16,797.54,825.57,788.99,795.31,796.05,62940
2011-06-17,788.95,800.61,777.11,787.81,788.47,10400
2011-06-20,777.99,790.54,773.58,785.59,786.0,100910
2011-06-21,808.22,815.2,777.46,788.6,788.3,16500
2011-06-22,784.74,791.9,781.28,783.8,783.31,32680
2011-06-23,796.85,801.36,789.42,800.81,799.18,58430
2011-06-24,805.18,805.97,798.35,798.63,797.74,48630
2011-06-27,780.54,793.21,766.56,790.38,790.7,47780
2011-06-28,771.31,800.71,767.88,792.41,792.13,40110
2011-06-29,776.74,817.95,776.42,803.12,804.31,31420
2011-06-30,834.62,841.82,806.54,811.48,810.68,99490
2011-07-01,812.62,812.78,796.65,812.71,812.87,52630
2011-07-04,823.61,846.64,810.76,832.42,832.74,41190
2011-07-05,783.64,833.26,776.78,829.27,830.84,125950
2011-07-06,860.8,869.96,806.81,830.73,831.26,30620
2011-07-07,842.01,843.14,824.54,837.7,838.47,83650
2011-07-08,818.74,839.49,805.91,821.83,821.79,88020
2011-07-11,862.52,876.13,808.37,842.04,839.44,80030
2011-07-12,854.51,855.58,825.52,839.34,839.83,82230
2011-07-13,821.85,840.98,808.41,836.46,836.75,4570
2011-07-14,876.55,877.91,831.13,838.5,839.77,55000
2011-07-15,830.63,837.24,811.51,830.88,832.74,50820
2011-07-18,827.01,834.87,800.1,804.64,805.03,49580
2011-07-19,788.78,812.16,777.82,803.01,803.54,31310
2011-07-20,803.68,828.16,781.75,791.53,791.14,63620
2011-07-21,793.89,798.01,787.08,791.19,791.19,22530
2011-07-22,792.0,810.29,787.66,794.7,793.82,91530
2011-07-25,808.61,815.48,797.34,806.79,808.59,37360
2011-07-26,788.31,818.54,781.21,809.05,810.21,90500
2011-07-27,803.96,826.61,794.16,818.19,817.07,70440
2011-07-28,838.16,852.91,799.31,820.87,820.32,47560
2011-07-29,809.24,831.09,784.55,827.33,827.87,73640
2011-08-01,828.6,831.61,816.04,816.08,816.57,100560
2011-08-02,835.41,840.92,811.06,816.53,817.36,128270
2011-08-03,835.68,854.63,809.73,816.39,814.46,20620
2011-08-04,855.08,857.64,815.37,820.06,819.05,39350
2011-08-05,822.86,832.71,799.8,811.03,811.54,63650
2011-08-08,801.59,814.43,794.14,810.54,809.89,17520
2011-08-09,865.95,869.38,805.95,808.94,810.72,105270
2011-08-10,792.6,816.37,792.24,805.72,806.88,8190
2011-08-11,793.99,815.48,779.38,803.87,803.95,53630
2011-08-12,802.57,827.58,781.77,803.74,803.46,30240
2011-08-15,804.31,814.39,788.02,809.36,809.98,39100
2011-08-16,842.66,846.8,808.05,820.49,820.16,77930
2011-08-17,826.31,839.15,799.74,814.55,815.86,49100
2011-08-18,825.64,827.93,812.41,823.29,821.86,48450
2011-08-19,816.91,831.76,808.28,825.48,825.76,77320
2011-08-22,800.27,837.41,771.25,825.57,826.08,63080
2011-08-23,805.25,821.09,803.96,816.21,817.72,39580
2011-08-24,822.96,839.31,777.94,799.95,800.87,11590
2011-08-25,799.83,812.92,791.76,803.26,802.93,44440
2011-08-26,784.15,810.1,779.78,799.39,799.24,92310
2011-08-29,802.14,806.17,783.82,793.84,795.04,36480
2011-08-30,803.19,806.68,794.36,796.24,797.49,59730
2011-08-31,785.58,827.67,784.68,806.45,805.06,15260
2011-09-01,803.05,824.32,800.23,808.43,808.84,30510
2011-09-02,779.83,813.83,750.7,802.16,802.58,30110
2011-09-05,799.39,804.48,787.44,794.92,794.81,39220
2011-09-06,777.26,802.56,754.66,798.3,798.48,62370
2011-09-07,824.64,835.89,794.66,806.07,807.77,54740
2011-09-08,812.22,821.84,801.74,807.7,807.26,78790
2011-09-09,797.4,819.46,778.26,808.63,809.18,46560
2011-09-12,829.32,839.79,827.95,834.78,834.29,4570
2011-09-13,831.15,850.45,819.03,837.2,835.91,67240
2011-09-14,850.0,855.29,831.12,842.57,843.08,27070
2011-09-15,827.97,842.68,827.68,841.21,841.64,41630
2011-09-16,848.03,848.17,836.68,840.79,841.12,59250
2011-09-19,840.35,851.78,821.32,828.33,828.54,26300
2011-09-20,836.3,842.04,813.55,832.94,832.65,73480
2011-09-21,825.33,850.12,806.84,834.93,835.06,76810
2011-09-22,819.38,840.35,785.65,837.74,838.22,10600
2011-09-23,842.1,852.76,818.61,830.97,830.04,61880
2011-09-26,834.08,866.38,809.17,856.34,857.5,4790
2011-09-27,854.32,865.13,836.05,856.51,857.89,75200
2011-09-28,839.12,850.3,838.2,849.34,850.61,102060
2011-09-29,842.6,863.35,834.47,845.15,844.72,40460
2011-09-30,872.9,888.83,824.38,851.08,849.83,94670
2011-10-03,869.12,881.34,834.33,845.33,843.73,45120
2011-10-04,857.84,871.34,850.42,855.01,855.24,21620
2011-10-05,824.73,856.03,810.43,852.37,851.8,40960
2011-10-06,868.95,874.68,829.71,847.24,847.0,75450
2011-10-07,853.01,855.25,832.4,844.58,844.55,8030
2011-10-10,826.12,837.79,793.73,837.15,837.01,18360
2011-10-11,823.15,838.03,802.68,836.95,837.19,74890
2011-10-12,814.44,859.49,811.76,839.32,838.82,76940
2011-10-13,831.31,854.9,821.07,840.22,840.87,44360
2011-10-14,838.4,844.21,834.04,835.41,834.36,57290
2011-10-17,831.75,852.45,816.41,827.08,827.84,130250
2011-10-18,847.42,850.68,806.4,821.47,821.75,13480
2011-10-19,812.31,836.59,797.49,829.78,830.05,17540
2011-10-20,834.69,835.75,820.04,825.68,824.74,79980
2011-10-21,825.11,827.72,823.46,825.92,828.18,47950
2011-10-24,814.52,818.93,810.51,815.49,815.77,78790
2011-10-25,798.53,837.75,798.06,812.86,813.51,25160
2011-10-26,798.75,816.63,795.53,805.3,806.18,120670
2011-10-27,804.68,823.3,790.54,816.86,815.32,17910
2011-10-28,817.88,823.38,807.49,818.06,817.8,26200
2011-10-31,801.39,811.67,792.41,807.57,807.11,60870
2011-11-01,790.57,810.0,782.45,809.73,809.74,12900
2011-11-02,789.42,835.49,781.01,804.09,803.47,14340
2011-11-03,812.99,825.68,781.94,797.57,798.76,13720
2011-11-04,786.29,811.73,784.44,794.39,793.44,73790
2011-11-07,801.18,820.32,786.51,790.32,791.2,30800
2011-11-08,825.76,858.29,795.07,800.13,799.9,43870
2011-11-09,799.79,811.75,790.03,803.56,804.13,37440
2011-11-10,850.22,874.2,792.95,811.64,810.77,37890
2011-11-11,822.98,825.48,809.42,823.74,823.3,41640
2011-11-14,816.01,821.65,813.18,818.42,817.8,60870
2011-11-15,816.17,828.55,809.16,819.65,819.28,34480
2011-11-16,830.48,836.64,812.5,827.35,827.14,64410
2011-11-17,816.96,830.9,816.47,830.34,830.71,55610
2011-11-18,822.92,845.8,815.38,828.68,827.37,31330
2011-11-21,828.73,842.53,816.09,832.22,832.16,60570
2011-11-22,868.22,871.48,833.73,833.84,833.71,8070
2011-11-23,836.26,848.37,827.46,836.94,836.45,20860
2011-11-24,825.09,847.75,809.55,832.01,831.48,33050
2011-11-25,829.69,832.51,818.19,825.42,824.18,42380
2011-11-28,811.07,835.98,805.81,827.46,826.42,96490
2011-11-29,807.55,823.23,791.77,821.78,821.72,52900
2011-11-30,816.18,835.28,807.62,825.38,825.17,44950
2011-12-01,825.69,840.29,820.3,832.7,832.71,65320
2011-12-02,836.79,858.61,824.51,832.71,832.83,24630
2011-12-05,815.5,833.53,813.65,828.93,828.0,73910
2011-12-06,809.39,836.16,802.0,828.23,827.55,57370
2011-12-07,809.13,820.34,799.85,809.51,808.83,52730
2011-12-08,801.67,817.87,792.22,807.81,806.61,30950
2011-12-09,777.19,808.95,772.86,799.01,799.94,62580
2011-12-12,758.29,810.51,752.17,794.3,794.83,91350
2011-12-13,795.25,801.49,761.11,790.07,789.94,58180
2011-12-14,789.38,791.65,784.06,784.68,785.49,16040
2011-12-15,780.11,813.44,768.94,786.68,787.11,37610
2011-12-16,766.06,819.38,746.49,794.44,795.57,54440
2011-12-19,771.9,803.63,758.95,802.53,803.41,64490
2011-12-20,819.53,846.18,799.39,804.72,805.83,67050
2011-12-21,815.88,822.28,802.04,812.21,812.85,45560
2011-12-22,812.38,831.77,809.13,822.65,824.13,91760
2011-12-23,826.75,831.94,814.55,826.29,825.44,38510
2011-12-26,785.26,828.49,757.78,826.2,827.5,70350
2011-12-27,833.22,835.52,819.35,825.03,825.31,52930
2011-12-28,833.1,835.05,804.3,830.85,830.69,39080
2011-12-29,848.23,855.22,835.57,839.88,840.68,39660
2011-12-30,838.88,843.62,832.1,838.97,838.91,28520
2012-01-02,855.83,858.9,831.2,833.62,833.18,56080
2012-01-03,828.08,854.87,825.01,837.89,836.5,36970
2012-01-04,855.32,865.3,832.6,844.95,845.02,70270
2012-01-05,823.77,851.14,795.37,846.84,845.7,111080
2012-01-06,855.16,875.72,842.25,849.03,849.2,63500
2012-01-09,871.13,874.82,854.53,865.05,864.18,56400
2012-01-10,841.83,867.2,831.9,862.37,862.69,104890
2012-01-11,863.39,878.34,852.55,865.06,866.49,38900
2012-01-12,864.34,868.52,847.08,863.08,863.61,33030
2012-01-13,882.86,885.57,859.26,861.94,863.01,18920
2012-01-16,840.34,877.72,836.73,867.75,867.55,32060
2012-01-17,861.41,867.48,843.98,861.43,863.27,34820
2012-01-18,884.3,895.57,840.21,858.48,857.73,56060
2012-01-19,875.41,880.84,855.55,858.89,859.2,82940
2012-01-20,867.52,876.39,847.65,860.47,860.12,31690
2012-01-23,883.35,905.64,859.98,863.79,864.14,16880
2012-01-24,878.17,896.25,857.93,866.76,865.06,80830
2012-01-25,883.94,899.41,865.76,868.48,868.63,47410
2012-01-26,865.91,878.76,865.08,867.67,867.16,27300
2012-01-27,869.95,889.12,855.13,870.14,868.98,37860
2012-01-30,901.85,903.05,848.87,858.62,858.24,95750
2012-01-31,872.34,873.09,859.48,866.01,866.98,106050
2012-02-01,882.01,884.42,832.31,862.98,863.35,45910
2012-02-02,847.77,865.07,837.14,861.53,859.73,13780
2012-02-03,841.14,859.95,831.7,854.57,854.03,55400
2012-02-06,843.91,863.57,840.09,859.41,860.07,26970
2012-02-07,845.74,873.55,843.73,864.95,865.73,71430
2012-02-08,858.89,898.01,842.73,878.63,878.6,82400
2012-02-09,881.14,883.78,862.21,876.68,875.38,36100
2012-02-10,905.93,922.0,875.13,876.69,875.46,74880
2012-02-13,867.26,888.0,862.36,874.06,873.95,68220
2012-02-14,863.94,874.16,863.31,872.71,873.19,81110
2012-02-15,887.21,904.13,869.94,876.73,875.66,55250
2012-02-16,872.63,923.87,854.73,877.31,877.91,40390
2012-02-17,839.65,871.83,831.53,869.92,869.61,70850
2012-02-20,879.21,905.47,878.29,886.76,885.92,82760
2012-02-21,840.7,894.92,830.72,878.38,879.19,8840
2012-02-22,866.31,884.17,854.44,878.37,876.83,4020
2012-02-23,883.58,887.28,858.76,877.53,877.47,25660
2012-02-24,878.35,884.14,868.22,876.46,876.25,48790
2012-02-27,881.75,893.25,852.58,880.46,880.22,36470
2012-02-28,889.06,892.08,860.2,874.08,875.05,45770
2012-02-29,894.31,897.03,844.5,866.95,866.45,23060
2012-03-01,890.09,891.75,866.87,870.33,869.58,550
2012-03-02,895.66,919.77,865.63,876.92,876.43,40390
2012-03-05,876.01,898.18,870.07,883.66,884.7,32390
2012-03-06,885.19,888.16,860.9,872.72,872.58,38970
2012-03-07,874.79,882.63,860.59,872.29,872.34,20230
2012-03-08,865.1,885.53,859.76,874.68,874.37,29060
2012-03-09,872.15,880.68,863.21,864.19,863.44,86330
2012-03-12,850.14,880.11,844.18,861.28,861.9,40950
2012-03-13,888.08,891.04,850.49,860.36,859.96,52470
2012-03-14,838.13,885.42,831.04,855.93,856.41,76320
2012-03-15,855.26,858.72,833.46,846.43,845.95,57220
2012-03-16,847.44,849.73,832.72,837.95,837.47,65310
2012-03-19,857.7,869.88,827.45,834.15,834.4,91930
2012-03-20,810.13,847.05,779.06,837.61,838.39,20020
2012-03-21,822.32,846.58,821.55,839.65,840.02,2080
2012-03-22,845.96,851.53,826.77,842.35,840.35,64600
2012-03-23,846.47,854.84,840.18,843.48,842.36,86070
2012-03-26,862.86,876.37,831.12,846.75,848.6,61410
2012-03-27,851.3,873.28,839.92,848.41,848.74,47800
2012-03-28,847.0,850.5,834.32,839.62,839.88,128520
2012-03-29,835.03,860.85,833.0,848.1,849.92,39240
2012-03-30,878.01,891.56,853.41,856.76,856.1,49910
2012-04-02,879.81,883.88,847.69,850.54,850.57,21610
2012-04-03,876.95,883.4,835.01,861.17,859.34,83270
2012-04-04,837.22,880.08,829.38,859.59,859.18,47770
2012-04-05,841.67,869.58,832.7,853.42,855.05,44240
2012-04-06,838.46,872.26,837.08,851.96,850.99,93220
2012-04-09,883.91,889.25,854.31,858.86,857.6,66100
2012-04-10,859.19,872.4,850.58,852.16,851.77,22890
2012-04-11,846.26,847.93,835.2,843.57,844.37,32220
2012-04-12,854.54,893.52,849.02,859.13,860.12,94150
2012-04-13,838.15,856.06,826.32,853.05,852.46,15610
2012-04-16,846.85,880.89,819.18,878.36,879.69,30140
2012-04-17,913.46,923.0,870.36,882.92,882.44,58030
2012-04-18,858.82,878.77,844.12,876.21,875.0,48970
2012-04-19,887.24,899.18,870.94,876.46,877.82,73930
2012-04-20,889.7,890.66,871.45,871.54,871.25,41360
2012-04-23,868.85,885.68,851.0,877.85,877.24,84190
2012-04-24,907.03,914.12,876.03,885.13,885.65,21640
2012-04-25,841.57,894.65,836.52,886.41,886.57,28590
2012-04-26,868.06,882.66,848.51,873.62,873.95,15440
2012-04-27,875.59,886.51,855.54,867.39,868.11,58840
